JD flux_target flux_comp flux_rel
2460957.393040729 2842766.36480672 782905.2135576713 1.0446937138077321
2460957.3932833103 2776208.95506643 791895.2531352307 1.0086521286574475
2460957.393526088 2821110.0440425063 780795.365853192 1.0395366331241116
2460957.393768715 2779359.198298837 796278.5844562474 1.004237975375323
2460957.3940121527 2765976.6460934556 797885.9918164278 0.9973892128185596
2460957.3942552083 2790105.590290597 774741.8654642954 1.0361451836352764
2460957.3944973727 2774693.342710855 798614.6164747525 0.9996195378843545
2460957.394740116 2788210.348757871 796497.5754475192 1.0071590858344888
2460957.3949830555 2779457.153877761 796150.0399505683 1.0044355162888634
2460957.395225509 2760146.258293899 797241.7314053522 0.9960911242548729
2460957.3954681368 2747183.5599329863 780517.4804736782 1.0126562400419545
2460957.395710787 2777125.981326054 778800.4439429315 1.025950457306603
2460957.395953692 2799927.1001772876 765597.5834691935 1.0522118012733368
2460957.396196412 2774186.3237684458 783603.043143025 1.0185832045281307
2460957.396439039 2792680.8951664744 775466.96316388 1.0361318213114887
2460957.396682199 2716723.4722033795 781348.3429780052 1.000363270820204
2460957.396924294 2797303.585337011 762720.9545658161 1.0551906205439021
2460957.397167604 2737322.554650461 784295.2375457631 1.0041611069359586
2460957.397410602 2737554.0732157785 778916.6828131491 1.0111805303405035
2460957.397653125 2788939.3080761298 778264.5639009868 1.0310240720794634
2460957.3978954167 2778408.7330878275 767210.8700180526 1.0419296246924659
2460957.398138368 2766703.819096752 766750.1002182848 1.0381636689688944
2460957.39838103 2817627.4556146413 769725.5350800583 1.0531850232401487
2460957.398623345 2768324.383311643 780450.7461775582 1.02053634498729
2460957.3988655093 2729426.7788636824 783911.2132759107 1.001755117505933
2460957.3991079167 2743122.1767331557 761720.498951387 1.036111529225372
2460957.3993513426 2781812.21499825 779335.5819222346 1.0269760200949642
2460957.399593391 2752401.3104375885 769686.6376683625 1.0288565038833128
2460957.3998368983 2711667.5196588375 771426.824657996 1.0113435314276475
2460957.400079352 2784262.1665676087 777938.7572526614 1.029726087885121
2460957.400321632 2708679.741181278 777440.7220579662 1.0024145754013594
2460957.400564375 2720623.4175451547 763997.6509473849 1.024550588092758
2460957.4008067013 2705447.0413792576 778387.826869821 1.0
2460957.401049792 2725384.544933142 767908.4131454998 1.0211166586481448
2460957.401292095 2736991.260476868 765513.8803726009 1.028672996001815
2460957.401535185 2762379.7269938015 756861.2429192675 1.0500841657223274
2460957.4017781136 2720922.193010316 780823.1280148984 1.002583268329892
2460957.4020206714 2753202.9479690907 780714.3118352441 1.0146192164369936
2460957.4022626737 2728101.195091201 779194.7070087178 1.0073293324628165
2460957.402505428 2716872.672746021 775973.3102312094 1.0073479337690157
2460957.4027477084 2758165.772585022 784319.9714482717 1.0117753381335015
2460957.4029905093 2752268.590222686 765423.278382207 1.0345372820099392
2460957.4032332986 2748397.311681695 768557.2426265015 1.028869501662821
2460957.403475301 2734631.3993198397 767653.4850896626 1.0249214173335202
2460957.403718264 2768765.2506584832 772176.8486397011 1.0316356879781214
2460957.4039606713 2755016.271636407 773527.3881327917 1.0247206101561348
2460957.404202604 2766818.889947326 774088.9485051179 1.0283639960913984
2460957.404445868 2720420.4433058565 782705.5842584822 0.9999875564044499
2460957.404688333 2778831.2168153822 768528.5933647893 1.0403012901863256
2460957.4049303704 2705469.1807893636 779591.4251445122 0.9984642872196183
2460957.405173611 2757942.250956977 773291.7009250849 1.026121570498958
2460957.4054159145 2737148.065523397 786799.7892127072 1.0009008418569174
2460957.4056583564 2736530.4328056476 756125.2605001752 1.0412704251284681
2460957.4059015047 2671165.867860795 768235.994498645 1.000375860518878
2460957.406143727 2730396.703918341 771722.4840956854 1.0179386297641402
2460957.4063862036 2713394.955310414 775876.761414931 1.0061836760148506
2460957.4066284606 2760749.921503687 775830.793291658 1.0238045462553378
2460957.406871227 2769729.968230392 786457.6476210793 1.0132557768302703
2460957.407114398 2772835.8574364623 788310.214577341 1.0120081403432428
2460957.4073569677 2729845.7658235673 776170.8836848807 1.0119003860922011
2460957.407599873 2724041.2393476595 747996.1370652104 1.0477829361357318
2460957.407842662 2692436.775809214 778195.1967770404 0.9954374287801403
2460957.408085706 2777191.5664452882 765720.6532457742 1.0435000516313835
2460957.4083280093 2761232.718554865 784415.2079747597 1.0127774059104317
2460957.4085702663 2726678.7070319485 783760.7842029803 1.0009385949365297
2460957.408813866 2791620.41391212 776479.9218063041 1.03438719000702
2460957.409056701 2778266.925490443 774188.9860177846 1.0324855411775604
2460957.4092996297 2746319.8167509255 779782.0786430509 1.01329257235499
2460957.4095425927 2732141.259989834 769137.6872831959 1.022012143731575
2460957.4097858565 2777518.975921004 754403.4504820805 1.0592790106004164
2460957.410028229 2774911.4451153134 782652.9620946028 1.0200862490435554
2460957.410271134 2741238.1961616976 778004.4195346738 1.0137286223703144
