JD flux_target flux_comp flux_rel
2460957.319169919 2923482.0017719977 833732.5700782958 1.0088594237065724
2460957.3194119213 2890811.982098154 821527.8347100618 1.012405653824098
2460957.3196553355 2879470.8711436847 849830.9005686269 0.9748485936562651
2460957.319898727 2908550.756697768 837670.1257544087 0.9989887973013379
2460957.32014103 2873903.4943573643 844716.8356538243 0.9788542454241135
2460957.3203832987 2905075.229578881 837036.6887143225 0.9985501640783709
2460957.3206269676 2938319.698963542 837607.3320334896 1.0092890806558594
2460957.3208691203 2880682.6190587804 829216.6605211744 0.9995036657552859
2460957.3211115394 2869887.723943791 834625.0871626509 0.9893056064630545
2460957.321355093 2883222.66176723 830533.7857040487 0.9987984899562307
2460957.321598669 2858734.1003718833 821252.9835872409 1.0015065641662395
2460957.321841678 2912549.638103777 838814.4689925683 0.9989975447682925
2460957.322083727 2861245.389985129 831590.2565574415 0.9899259568555672
2460957.322326898 2848482.8459441783 820702.3487300903 0.9985847523131944
2460957.3225697107 2868182.3818824766 837105.7595485863 0.9857877840896921
2460957.3228124073 2880031.939806085 839167.9448783919 0.9874279506811221
2460957.323055417 2840307.041352455 846759.7064201733 0.9650773101722356
2460957.323297442 2825970.1020564064 817393.0110561433 0.9947034885836078
2460957.3235403937 2807444.3301789695 826551.0803740214 0.9772337414361774
2460957.323782523 2844927.9499936956 830057.0174689214 0.9860986058574189
2460957.3240251853 2803076.7355624037 824042.805074957 0.978683380574144
2460957.3242675695 2804111.998978902 821294.9831757031 0.9823204473093889
2460957.3245106135 2823181.9023731374 827101.6064997851 0.9820576777470466
2460957.3247525 2851242.610094841 837667.3369865075 0.9793086478177226
2460957.3249960765 2844204.8980997037 822233.5695406032 0.9952282025255509
2460957.325238831 2846003.838361863 847899.7921267919 0.9657127181877675
2460957.32548103 2876305.595502536 833886.8909166915 0.9923957092311447
2460957.3257243405 2879420.4921861864 828774.5018471088 0.9995987591565689
2460957.3259672225 2864214.2979064006 833013.3072850066 0.9892602696025716
2460957.3262096294 2826023.823742 839007.9643045778 0.9690958495896357
2460957.3264527433 2857681.1088655246 839266.4491454067 0.9796499039496587
2460957.326695764 2867267.810531907 833717.5876053753 0.9894783454952597
2460957.3269389584 2895290.4552834462 840758.9940714027 0.9907808754764289
2460957.3271818054 2873265.032112935 848749.0813762031 0.9739874670436437
2460957.3274244675 2858381.5653590662 835946.0274667118 0.9837822043017077
2460957.3276666896 2865496.334491008 832049.3475708496 0.9908496747622993
2460957.3279093285 2861723.058226161 838262.6084936884 0.9822103511088108
2460957.3281522687 2863169.2426054203 840948.2041863909 0.9795684092938884
2460957.32839456 2828660.9489232786 839786.1344491994 0.9691013383617072
2460957.328636979 2848822.1605543783 826221.8946989416 0.9920319003329146
2460957.328880035 2851079.064854257 823170.1286919207 0.9964985179752532
2460957.3291229284 2842480.5021970235 833146.470906066 0.9815967993042064
2460957.3293661573 2860852.809211344 830783.3983681835 0.9907514186077876
2460957.32960897 2821305.3899871125 835533.2107336893 0.9715012863594573
2460957.329851412 2825459.7497533746 833238.2998040066 0.9756114735500763
2460957.3300942825 2855131.0685375854 834399.5082339125 0.9844847853289926
2460957.33033625 2821638.03418043 833029.2258276824 0.9745363900383164
2460957.3305796064 2878836.8693024134 833735.5273357925 0.9934493872230696
2460957.3308215276 2834334.986192854 827848.6671331405 0.9850476109265066
2460957.331064259 2884933.9718647855 831609.7115416715 0.9980983180469115
2460957.331307593 2851470.977538241 830929.814481564 0.9873283600049414
2460957.331549919 2794233.9143211567 842634.0677041648 0.9540711074516868
2460957.331792766 2818962.960237126 819876.011771573 0.9892320713717154
2460957.3320348263 2841412.216461957 819211.9645541582 0.9979182270664433
2460957.3322774884 2821712.122654233 817262.2546320772 0.9933636431000872
2460957.3325203354 2807558.8425091146 833522.7972921294 0.9690995301911087
2460957.332762558 2840848.101692725 825951.4739492533 0.9895790186417287
2460957.3330052663 2805641.4177395687 829558.7763166617 0.9730653323566986
2460957.333247743 2838155.44113363 812844.722506078 1.004582446581026
2460957.33349059 2819073.105431748 816924.7543567452 0.9928446054426653
2460957.3337334376 2866894.967510365 823141.954871954 1.0020607297953241
2460957.33397544 2809193.9761394267 828803.4451961886 0.9751853741100709
2460957.334219074 2793846.357471918 818794.9882777238 0.9817125472844211
2460957.334462234 2881030.222562205 819974.4358308737 1.010891395084024
2460957.3347054166 2743422.609812621 801685.8327364905 0.9845675160856292
2460957.3349479516 2787258.232779314 840161.2007270341 0.9544904414622092
2460957.3351905206 2877002.9418286663 813442.0890810821 1.0175849247233058
2460957.3354332754 2841706.585514134 802420.5341557865 1.018906184196491
2460957.335675382 2841716.988444179 819381.0697368572 0.9978192904569089
2460957.3359187036 2820413.359661918 819795.0134885736 0.9898388358323145
2460957.3361609145 2850304.234460552 821102.1329246768 0.9987367623338573
2460957.3364033564 2876410.8252102924 813280.2740427628 1.0175779183694196
2460957.336646331 2816785.319586655 807619.0327697092 1.0034695575178185
2460957.3368883682 2793723.855261624 816147.4754428396 0.984853954162053
2460957.337130845 2842808.213944926 804757.5209332727 1.0163411640249376
2460957.3373734956 2826028.262224917 818434.2581163556 0.9934584298236246
2460957.3376158914 2754974.9411263657 819360.4659546559 0.9673856609123307
2460957.3378581945 2811332.642403251 822582.2104862129 0.9833087878865767
2460957.3381010764 2848636.3219846664 831029.3614115608 0.9862287019998041
2460957.3383440855 2827523.2532044277 820385.7388371209 0.9916195520556866
2460957.338586447 2812859.1599124363 831110.7617608802 0.9737468818626472
2460957.338829155 2793723.9748129365 828928.171134491 0.9696691833569204
2460957.339071748 2841665.3160221903 827713.7650057108 0.9877561609363904
2460957.3393146875 2820566.1994269267 835954.0167814604 0.9707578398062678
2460957.339556933 2844945.8405839475 838320.4976933799 0.9763845895291047
2460957.339799757 2822523.3604227644 840303.1670789123 0.9664036085546214
2460957.3400418633 2840906.7707246556 819687.8164030374 0.9971614954210974
2460957.3402851387 2842089.74714669 812508.6395700175 1.00639112583685
2460957.3405277315 2847413.3851088174 830764.5436744386 0.9861195471617956
2460957.340770544 2815152.4175390815 818370.1113777383 0.989712720124311
2460957.3410131596 2807575.897626677 826256.955222202 0.9776274234122341
2460957.3412551503 2857620.2528220816 833161.5187353787 0.9868072022419506
2460957.3414984723 2825780.2469135686 810866.5912012696 1.002642191679242
2460957.3417414813 2806752.155981982 818872.8994726278 0.9861536007698415
2460957.341984329 2778819.5776871634 830896.2202306062 0.9622115482620212
2460957.3422272336 2806512.9695055536 832964.7169303126 0.9693875686582529
2460957.3424701854 2819036.5600904007 830182.2074975222 0.9769768775832384
2460957.3427135763 2836577.822598607 825528.69080533 0.9885975500952581
2460957.3429566203 2829098.366562586 829085.6884505256 0.9817606650213256
2460957.3431988196 2778048.6017134455 812087.8971962001 0.9842236569867923
2460957.343442176 2815062.1107595037 835792.8599286384 0.9690503060573823
2460957.343685486 2827995.4962887834 814120.506624712 0.9994176561505365
2460957.343927778 2773373.8281367333 822672.5182477095 0.9699255983963893
2460957.3441710765 2813673.3863758976 826218.7278112071 0.9797959640646292
2460957.3444141434 2830181.6051429287 817789.9290316094 0.9957023778146814
2460957.344656377 2828075.553193267 837093.874563847 0.9720169583837364
2460957.34489897 2759034.916833531 818016.8176204878 0.9704026248422453
2460957.3451425117 2839200.558422085 826532.1601558432 0.9883102818164874
2460957.34538559 2833661.301655767 833852.727862239 0.9777224416704088
2460957.3456287617 2844280.029341774 814422.4421476494 1.004799979999766
2460957.345872176 2796657.7271157205 824495.2169581149 0.9759064213574096
2460957.3461155323 2806525.7392022936 821051.1390981099 0.9834580055474671
2460957.346358299 2831531.1434256183 838796.8057800676 0.9712288467960384
2460957.346600706 2809187.523526447 826136.4821645122 0.978331254854821
2460957.3468435765 2836824.1777456566 830064.6806425352 0.9832806279677001
2460957.347086192 2827233.093143128 823483.6471413465 0.987787747016787
2460957.3473291784 2807183.347301885 835368.6876322271 0.966828813412621
2460957.347571134 2785094.722733182 811374.4087926393 0.9875876787544224
2460957.3478140743 2802482.228768762 829526.1915545074 0.9720078281603282
2460957.3480563196 2828080.6778569883 826814.6290721286 0.9841031927219988
2460957.3482998842 2800338.0425665304 828840.6195797089 0.9720675195090155
2460957.348542986 2812833.117776226 819500.8982308488 0.9875328042666157
2460957.348786308 2801664.9966582116 820415.3126785478 0.9825155777110192
2460957.349028947 2813989.261706815 838179.7424039079 0.9659224804701949
2460957.3492723033 2792641.5140154157 820403.7581094855 0.979364926797943
2460957.349514942 2806660.0634999094 821317.0651626115 0.983186635937414
2460957.349758206 2826753.581366377 822348.2217499668 0.9889838319373907
2460957.3500006828 2837153.4783683484 819448.4266913189 0.996135006640215
2460957.350243588 2815392.916857208 822292.5346416909 0.9850758328203787
2460957.3504857523 2795534.7735709995 810537.2967563638 0.9923134855652779
2460957.350728588 2730620.857007302 810428.0995076931 0.9694019986278024
2460957.350971354 2829430.555977869 849025.7347433509 0.9588158028741309
2460957.3512145486 2826085.6172298654 805076.7709139412 1.0099619614476358
2460957.3514569444 2827147.1014791834 810665.0639436246 1.0033765508285954
2460957.351699456 2851936.733991425 818407.8195107916 1.0025986493149146
2460957.351941597 2739526.297565638 803786.7924787687 0.980599361830937
2460957.3521848726 2763267.9395909077 820645.1131046483 0.9687787607461339
2460957.3524273494 2737196.6627540803 815592.1259010663 0.9655838112717762
2460957.3526699306 2763288.046468959 822500.2495216333 0.9666007288451969
2460957.352912905 2783228.6072082883 812421.4078426169 0.9856540689707696
2460957.3531560535 2827738.224653576 816469.3663474434 0.9964518230787738
2460957.353399572 2820445.489665996 804799.5987190058 1.0082934773218166
2460957.3536427314 2740952.9773413134 812330.0248625324 0.9707917516083899
2460957.3538852315 2739589.1689468357 821652.6045265037 0.9592994657604073
2460957.3541284376 2814468.631232678 829628.1889208864 0.9760451570123914
2460957.3543715626 2766248.626512903 822170.4502483367 0.9680244928659584
2460957.3546137037 2812331.6011744514 816716.728706524 0.9907226087932539
2460957.3548561228 2751686.448547182 810008.9673325971 0.9773860057908424
2460957.3550989004 2767922.590029394 801275.2574130608 0.99386914058615
2460957.3553414005 2822025.1096123406 826886.3596804411 0.9819108164322135
2460957.3555845716 2816761.6724487534 826404.468156995 0.980650929578962
2460957.3558278126 2804446.2889032536 813266.1923196681 0.9921364515975811
2460957.356069757 2810597.696079004 820597.378396349 0.9854294995552164
2460957.356312523 2718351.00123857 791658.9500374482 0.9879259781930857
2460957.356555613 2768116.9279346797 801834.1530626169 0.9932461240739954
2460957.356798611 2733725.4702223786 812804.2942541015 0.9676669493917598
2460957.3570415857 2762332.098508752 817278.7255676162 0.9724397304366735
2460957.3572840625 2766731.2910237308 805519.9187780555 0.9882064771504063
2460957.357527303 2668615.394365482 801612.6108255162 0.95780796550732
2460957.357770625 2706785.908093718 783148.4564035129 0.9944130358108484
2460957.3580136457 2771849.225294175 803456.2267492223 0.9925773955685916
2460957.358256852 2775262.4007502533 813258.5803817593 0.9818211791278245
2460957.3584998264 2760099.421426911 799823.8925914398 0.992858483468388
2460957.358742685 2823668.5364852077 799327.672354056 1.0163560216874936
2460957.3589860764 2778099.3065782012 811095.5990005312 0.9854457468679252
2460957.3592283563 2735614.177329071 804265.1208510787 0.9786166699810218
2460957.359470567 2643206.509312958 745283.334894389 1.020391150069781
2460957.359713947 2253975.8546845946 655635.5496719823 0.9891081127964482
2460957.3599574305 1876969.890914965 539612.8428673288 1.000764812573554
2460957.3602005322 1568035.5724268206 443840.94102040696 1.0164488971454304
2460957.3604430323 1404794.0433442583 405722.9916127188 0.9961850875560011
2460957.3606851622 1263876.9991535547 373086.6002503595 0.9746577881167299
2460957.360928634 1480178.8091443244 433269.3331169293 0.9829088151040247
2460957.3611716437 1814605.8713324573 544998.5997909791 0.9579523861992715
2460957.361414803 2281327.005654882 667798.7986257054 0.9828763981035735
2460957.361657778 1683965.054207987 484056.34393898124 1.0009079914976793
2460957.361899954 1446739.371810169 438176.70297755656 0.9499440254823441
2460957.3621433796 1174894.8993897345 345455.9752733962 0.9785055825256276
2460957.3623852083 1819812.3995576554 549792.5749618708 0.9523240404944303
2460957.3626285302 2415409.7783824755 698577.8714325945 0.9947936259253394
2460957.362871273 2181947.6932712346 646457.4549821846 0.9710942563284419
2460957.363113322 2390678.2193918214 717709.9273020193 0.9583610833103814
2460957.363356389 2294842.2695447677 680662.0844233994 0.9700146193114032
2460957.363599433 2147738.375996134 644008.9966957307 0.9595032301251148
2460957.3638427895 2587251.0564942854 771174.2774890818 0.9652571694235006
2460957.3640855094 2602773.4506279333 772880.6788046343 0.9689043726474719
2460957.364328171 2664604.1002408233 772785.5315203597 0.9920434813711245
2460957.364570544 2704826.3338503987 774314.0265938537 1.005030537404297
2460957.364814005 2625786.8415841972 770214.6203750329 0.9808547683681942
2460957.3650572686 2682664.401767074 782071.0473817046 0.9869090607584813
2460957.3653004514 2692696.041871215 772359.650537485 1.0030550133205054
2460957.365543472 2720043.9805891803 799044.1168028038 0.9794046605596668
2460957.3657861575 2735034.9137102203 786322.9614202334 1.0007345991890766
2460957.3660282525 2746335.297896918 776654.4162910687 1.0173789344035091
2460957.3662706595 2735337.174453695 792513.7699537959 0.9930269823869196
2460957.366513264 2746297.9942640364 796717.5537160138 0.9917455766877287
2460957.366755787 2738586.697103781 799712.5905843384 0.9852570677392786
2460957.366998391 2694314.8567945594 786563.9653756552 0.9855332879616563
2460957.3672411805 2740210.736969701 800153.5301236819 0.9852980797541042
2460957.3674845947 2721415.024905418 799780.5936390193 0.9789959936901707
2460957.367727083 2732350.615534888 798426.175037563 0.9845973430606042
2460957.367969595 2780271.6329967813 800755.9287811122 0.9989507196375257
2460957.3682120484 2780478.2041509724 819861.3110802717 0.975744474540405
2460957.368454537 2780364.217170559 813241.4604610819 0.9836467860040058
2460957.3686970253 2748179.4635130125 795036.0696744461 0.9945239719161955
2460957.3689401504 2744689.638606196 812878.0173118947 0.971459863310615
2460957.369182546 2723019.4625991937 788578.937914251 0.9934878732806139
2460957.3694249075 2749404.1229220144 800724.8892583458 0.9878983266982364
2460957.3696673377 2739589.045324193 794338.5055334955 0.9922858623930165
2460957.3699110993 2777995.5665051797 794103.305633768 1.006494816822081
2460957.3701539002 2760270.405981536 803026.4633549518 0.9889600996704905
2460957.370396447 2800216.220664265 811633.2039554872 0.9926331151468104
2460957.3706392245 2802298.17664663 812328.4103030588 0.9925209899642179
2460957.3708822336 2778587.0283712745 800823.5683356569 0.9982611189833602
2460957.3711251854 2741372.895843409 803671.7388686846 0.9814008193827436
2460957.371368206 2805531.1515785917 794537.8741434911 1.0159152733025352
2460957.371610787 2729840.600125257 807324.7030165552 0.9728503633167083
2460957.3718532408 2791892.5382906916 820420.216915961 0.9790826226913046
2460957.3720962615 2752888.5969772576 810401.1083268134 0.9773398541146305
2460957.372338345 2771259.4613474146 802614.044728319 0.9934074944917471
2460957.3725815276 2791222.6988301193 804020.4736358192 0.9988134426956984
2460957.372823843 2730972.257292909 813116.0250875971 0.9663217757559449
2460957.3730659955 2771315.068389284 803093.6602653341 0.9928341430702214
2460957.373308657 2753454.2339068805 792711.0804239154 0.9993553272003679
2460957.373551794 2784053.4071941627 799324.7796627781 1.002100511654706
2460957.3779915627 2772998.5870144246 812964.6368785296 0.9813750035650586
2460957.3782337615 2762056.2779543805 790655.1251536295 1.0050841657713887
2460957.3784764004 2811806.892230729 799049.8206295285 1.0124384519004022
2460957.3787192823 2804777.010599505 789882.8070829138 1.0216277394604314
2460957.378961979 2767490.034197555 785599.8195570798 1.0135418573334911
2460957.3792042015 2795908.9812836293 797238.9496124166 1.0090008200465892
2460957.379446331 2789673.763648024 794745.783043556 1.0099088641407166
2460957.3796894792 2815694.3052112064 789868.1804918562 1.025623308095008
2460957.379931493 2842025.4579275995 795051.3510327213 1.0284656289543508
2460957.38017434 2750379.5959459255 791806.1553904401 0.9993802492184475
2460957.3804174075 2764406.349948518 783226.3662023022 1.0154804837914846
2460957.380660405 2790002.1816460975 784048.7372644469 1.0238079120198198
2460957.3809032757 2850216.3929386376 788064.6747950285 1.0405740023721346
2460957.381145579 2766890.126790355 801545.5652517579 0.993163376574003
2460957.3813888077 2822353.1868784437 801224.3172638435 1.0134777921586406
2460957.3816308216 2800088.002941456 802367.9360927762 1.0040494761387757
2460957.38187434 2827104.0583676477 785143.1380457828 1.035976616658324
2460957.3821174423 2807082.449516971 778205.0334189207 1.0378106705879167
2460957.382359722 2779575.639389758 791524.469314773 1.0103483809418445
2460957.382602986 2754660.3155376115 793939.0594700542 0.998246698000204
2460957.3828452313 2775542.773727256 784731.5097616253 1.017615776709638
2460957.3830883563 2796743.441623562 758310.8876484354 1.0611147100104785
2460957.383331331 2779780.084750684 786927.658907458 1.016325043663704
2460957.3835743866 2790108.716856675 795223.5116116892 1.0094595296648843
2460957.3838166897 2835338.6893398175 774499.7598525658 1.0532722808244752
2460957.3840595833 2809236.909724674 782634.1512254055 1.0327294675062664
2460957.3843022687 2793179.7332420032 777195.1152272898 1.0340125697420939
2460957.3845448266 2759257.5788723277 789599.3459399275 1.0054082915118177
2460957.384787245 2747870.4637887045 803883.94413009 0.983467244088643
2460957.385030451 2781239.7321935287 784276.7993138998 1.0202956980736848
2460957.385272639 2796800.706604728 788962.965231812 1.019910121121594
2460957.3855158216 2809267.443656687 794600.3763643474 1.0171882108894101
2460957.3857585187 2805657.378457512 785191.952947957 1.0280536822048083
2460957.3860013774 2796201.004068815 792188.4673342225 1.0155396163612966
2460957.3862440162 2812578.4913260518 785646.5910581878 1.0299933461414013
2460957.3864870835 2772030.257994418 761042.7616482109 1.0479628929599771
2460957.3867292013 2763091.3336504325 785168.8142249597 1.0124863975101335
2460957.386971597 2795574.1292317812 784895.8434541749 1.024745410366425
2460957.3872143053 2837076.7573208897 795616.5010925763 1.0259455269294089
2460957.387456898 2781195.6801136895 794561.4734549932 1.007073205646477
2460957.387700683 2772486.7587594846 779490.3356527921 1.0233300890735664
2460957.387943032 2855612.185077929 792503.9291148976 1.0367040632218807
2460957.38818603 2795966.4237042964 782402.2141780977 1.028155680277034
2460957.388429028 2809827.626737196 792383.3535976097 1.020237619287834
2460957.388671678 2808211.1423924216 791785.4931757571 1.0204205966193056
2460957.3889145833 2800101.078417808 756588.4446272196 1.0648072589377506
2460957.389156794 2838536.194143416 786237.4325578419 1.0387181443805016
2460957.389399861 2796320.6339595723 805642.1135933481 0.9986235544362049
2460957.389642326 2761545.11695434 786133.0850531277 1.0106785926732054
2460957.3898847452 2801777.717696358 783485.8230993082 1.0288676990132002
2460957.390127662 2821725.0338050993 802561.461808751 1.0115640532807535
2460957.3903705208 2815408.8869186817 783495.3257164533 1.033860792227974
2460957.3906132756 2745169.9614747874 762515.025501982 1.0358045881235298
2460957.39085625 2799751.8061888968 790884.8243897259 1.0185052910880545
2460957.3910986343 2799674.80048385 789094.0436042141 1.0207886238597208
2460957.3913407987 2775724.088976815 783217.5107558303 1.019649484725598
2460957.391583912 2775757.6746034417 795114.9219970539 1.0044044856188243
2460957.3918267707 2772385.8695219583 768187.1070403062 1.0383497462093463
2460957.3920689817 2733811.382791688 797668.7323331529 0.9860591722007932
2460957.392312558 2825616.373433021 796264.6833423596 1.0209694400715783
2460957.392554653 2815294.5353990695 806230.1224557566 1.0046662551562389
2460957.392798206 2783469.23299358 777236.5344305594 1.0303629096846987
