jd,flux,target_raw,comp1,comp2,comp3,comp4
2460957.331792766,-12.593095413752653,-182.10515837597268,96.89672714033077,-2.4308429565353435,241.54168974728964,16.877360600065003
2460957.3320348263,-21.31213924453681,421.7646659525635,-199.96635333783343,-130.75274223622546,-151.35101005909746,-0.8624818251264514
2460957.3322774884,1.0502663875569431,-46.66706938282732,-447.74298667838593,-440.04516663948743,-163.53534257785213,-32.98890765187025
2460957.3325203354,3.5065142506837033,-39.509245701854525,-353.3087444013654,-402.3550541491459,211.71334755933276,268.9923663999143
2460957.332762558,161.25502315695493,-42.80632097621492,121.82748038614955,148.64750539514353,-48.63547542073138,-228.317466681292
2460957.3330052663,0.021972715956223198,-0.9876170948591607,-324.1687962720425,-215.72645269618442,-412.01461160721374,-144.94261730594008
2460957.333247743,-3.2126952840530034,150.14724165041116,-525.3825179316118,-484.2641925682765,40.243778194068,-171.0862914469144
2460957.33349059,-4.01088162289957,-62.784812286365195,247.29934966046494,152.06154888912715,-15.121183993254817,-2.2443266695299826
2460957.3337334376,-0.0896027343518857,3.0501507966255303,-132.71406358502645,-39.10852310359405,-309.4228143466098,-349.45307109371424
2460957.33397544,386.2707693618587,144.46852897338977,-66.4831633640897,-89.9138881110157,71.54328782925586,93.98069469778056
2460957.334219074,-7.213385600408703,-129.66278507431707,116.86267100660189,235.90182512463798,69.33310482186789,16.55384050243447
2460957.334462234,4.108065214822702,-59.99604641296901,-268.87559610885,-302.9166343347715,132.5254098265068,82.8742297953213
2460957.3347054166,19.19213716701921,-213.02778113110253,-205.1978420341984,-290.2350696510839,185.32994074446833,39.23586436338883
2460957.3349479516,-24.12055133862027,242.52452789136805,-78.10554220896302,-46.399128437762556,-41.12709580024966,-79.73277476123621
2460957.3351905206,8.242713188021906,110.84676877054517,102.64728729728085,-140.68471121387847,196.21940104144596,169.9860097821438
2460957.3354332754,-2.075453424254256,-96.89437293148148,356.906924607425,177.5028330646419,341.4191335078467,263.447055745688
2460957.335675382,17.975542348951816,-207.46209112888755,-142.41771857855565,-232.27652899664827,210.58714309718926,-117.53664162499263
2460957.3359187036,16.533240796126744,-211.08776574604053,-23.901609773096425,-55.76372378866654,-80.3366050806726,-151.56289706503594
2460957.3361609145,6.59144268044372,-177.89018080210735,-206.20363673657266,-199.4347558616937,-239.9831968342005,-12.967998508389428
2460957.3364033564,-2.178118016114446,-33.48529242589939,178.52775322425805,204.56140415450864,-160.0563235214504,152.12675596688132
2460957.336646331,45.3400365010613,-415.764761660721,28.574930490267434,-20.87626134983293,-228.65292122153187,-2.8195165285869734
2460957.3368883682,-0.27087478993520525,-9.271226421973552,201.78572952535978,199.6924262948196,239.65247391382582,194.11067606960205
2460957.337130845,-44.99477019465663,-189.80502039357816,179.69956620843368,214.4904377225721,-58.646600288164336,-232.60225235809776
2460957.3373734956,1.3843642250487382,-46.9446658339657,-212.23089162974065,-343.29154707927955,5.376799714111257,-277.3757883635117
2460957.3376158914,7.64550357130382,236.50181751749187,284.3777583319352,145.62033103232898,160.6702017826574,164.20098713779953
2460957.3378581945,16.30502833257225,272.86360407181564,208.98458148194186,246.33483385419459,-34.143435927493556,-12.793203363191424
2460957.3381010764,-13.246229851049705,89.28071078672292,-1.902388436596084,-55.67894366924156,8.385764845919766,-115.28277343821537
2460957.3383440855,17.683615315336,174.52851032920807,204.78185135848616,152.19578859491594,-15.65583873594369,-100.47621782282295
2460957.338586447,-183.69745566596617,-319.84787451993907,207.3023236645713,177.88021347054018,-181.33048149597744,-161.36235300893532
2460957.338829155,1.9895116281861593,79.53973923168815,194.5797873086667,279.8670313805378,179.32882359615542,321.8451439301971
2460957.339071748,27.147167059362197,451.69656181184837,243.9292121507824,15.492187131796527,22.88678002623419,123.72884186293959
2460957.3393146875,20.78008183323247,191.98751995437124,225.1613754420723,371.8280650164779,-146.8596250430819,-224.6700199421466
2460957.339556933,7.132922664630791,-165.65122401237386,-408.4821600565592,-479.41573635911845,143.6197189283048,177.55562243913664
2460957.339799757,-5.2682462216020305,-211.0965532471746,95.93888007859641,147.28359891712898,388.8505688733603,345.7458841116495
2460957.3400418633,55.88859449351892,-472.6315754037132,-31.63158793079856,-41.92320934160307,62.76983805785858,-195.58330351100085
2460957.3402851387,-6.702310554409118,-246.6129880533299,73.96819471992785,80.48321140480402,362.3090710484248,381.15356163299657
2460957.3405277315,-8.948510051469345,-315.1563930122975,517.4831367883962,451.53368761783713,105.12070159434734,-214.69120926025062
2460957.340770544,44.73951695410652,-373.08362854404186,-283.5367924681559,-133.39897459383064,145.3622691037017,68.07637907073513
2460957.3410131596,-3.402076203072462,79.56470171918409,-293.4666480967426,-454.3438985318717,89.91668397402464,87.17823409034827
2460957.3412551503,-2695.0910157337207,-229.76457481872785,24.588077859851182,-40.85656543394725,106.17563371947472,-87.82671667480827
2460957.3414984723,1.6738997040408852,26.020302786015236,60.703046585756965,147.15784141117547,136.3267512195489,35.15029692630196
2460957.3417414813,8.983336468506435,-130.45637588417594,103.70895267201195,148.7051116953262,-383.06725218776046,-223.72828341769855
2460957.341984329,-9.368874654868865,-179.19705379643347,78.30581667749357,35.38759120060422,383.69853849694846,-30.639288006179413
2460957.3422272336,3.4177515565441436,-156.0882552801013,-332.0264024223179,-209.08174957723168,-398.98105805653177,-174.39289645000827
2460957.3424701854,-4.419728943035543,-145.79240993702115,534.3831077013601,445.6824365346074,-131.133174866256,-43.95690525304599
2460957.3427135763,-24.179437057000154,-208.34057876019142,163.8115246308953,141.13706224888665,72.49320609112692,-167.1748287662158
2460957.3429566203,2.97384962150922,5.543521938885533,-10.972210318279394,-58.45098790466727,102.98967427730167,11.92291576579737
2460957.3431988196,-1.2011565304344736,22.3753704612609,-288.153943103589,-278.5404268574857,58.27247411589269,53.83805748067243
2460957.343442176,-15.830431544550294,165.19655958555086,-257.9688216849754,-144.60295743677125,205.41442315239328,-57.49729235379709
2460957.343685486,-12.589193382413168,-441.60653293546784,-28.950958723460644,123.77097132924246,292.7474187737607,468.44672794914004
2460957.343927778,9.750829056865248,-122.99504401604645,24.868308112465456,76.2698834804869,-269.58428379971883,-139.36866231233944
2460957.3441710765,14.535092612267414,-220.24775120012055,-147.04363552140057,-264.9467103007628,25.765718782182375,16.45005492353448
2460957.3444141434,-4.708503631993156,89.2902943478366,-312.6025190584296,-115.01159377602016,20.03582906704105,-55.191195546685776
